Index,dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,year,month,day,AverageYearlyLandTemp
511,08-01-1943,13.774,0.313,19.68,0.282,7.986,0.305,16.912,0.145,1943,1,8,8.755083333
512,09-01-1943,12.096,0.227,18.029,0.22,6.325,0.213,16.285,0.129,1943,1,9,8.755083333
513,10-01-1943,9.907,0.176,15.859,0.19,4.068,0.205,15.62,0.129,1943,1,10,8.755083333
514,11-01-1943,6.26,0.188,11.87,0.222,0.592,0.229,14.53,0.128,1943,1,11,8.755083333
515,12-01-1943,4.233,0.187,9.705,0.195,-1.326,0.245,13.957,0.129,1943,1,12,8.755083333
516,01-01-1944,3.504,0.185,9.037,0.209,-1.929,0.225,13.819,0.117,1944,1,1,8.845
517,02-01-1944,3.591,0.222,9.407,0.206,-2.123,0.261,14.023,0.121,1944,1,2,8.845
518,03-01-1944,5.531,0.205,11.517,0.174,-0.4,0.232,14.632,0.122,1944,1,3,8.845
519,04-01-1944,8.434,0.243,14.577,0.22,2.337,0.252,15.432,0.129,1944,1,4,8.845
520,05-01-1944,11.334,0.275,17.483,0.257,5.328,0.297,16.212,0.135,1944,1,5,8.845
521,06-01-1944,13.478,0.222,19.508,0.249,7.491,0.228,16.772,0.125,1944,1,6,8.845
522,07-01-1944,14.468,0.284,20.493,0.276,8.652,0.282,17.119,0.137,1944,1,7,8.845
523,08-01-1944,14.017,0.308,20.108,0.282,8.076,0.3,17.117,0.142,1944,1,8,8.845
524,09-01-1944,12.45,0.229,18.453,0.197,6.614,0.212,16.472,0.13,1944,1,9,8.845
525,10-01-1944,9.808,0.17,15.732,0.17,4.032,0.208,15.623,0.123,1944,1,10,8.845
526,11-01-1944,6.091,0.178,11.515,0.217,0.607,0.237,14.401,0.125,1944,1,11,8.845
527,12-01-1944,3.434,0.181,8.896,0.268,-1.969,0.216,13.767,0.127,1944,1,12,8.845
528,01-01-1945,2.525,0.186,8.127,0.184,-2.907,0.229,13.586,0.122,1945,1,1,8.584833333
529,02-01-1945,2.646,0.194,8.373,0.192,-3.044,0.25,13.747,0.125,1945,1,2,8.584833333
530,03-01-1945,5.184,0.171,11.182,0.147,-0.898,0.244,14.462,0.124,1945,1,3,8.584833333
531,04-01-1945,8.681,0.236,14.727,0.239,2.601,0.278,15.431,0.131,1945,1,4,8.584833333
532,05-01-1945,11.097,0.269,17.214,0.297,5.008,0.306,16.064,0.142,1945,1,5,8.584833333
533,06-01-1945,13.328,0.231,19.407,0.225,7.366,0.22,16.661,0.131,1945,1,6,8.584833333
534,07-01-1945,14.213,0.287,20.142,0.271,8.352,0.273,16.911,0.145,1945,1,7,8.584833333
535,08-01-1945,14.313,0.317,20.189,0.284,8.413,0.313,17.106,0.149,1945,1,8,8.584833333
536,09-01-1945,12.225,0.227,18.078,0.205,6.414,0.296,16.358,0.133,1945,1,9,8.584833333
537,10-01-1945,9.575,0.171,15.458,0.165,3.83,0.271,15.574,0.119,1945,1,10,8.584833333
538,11-01-1945,6.073,0.172,11.697,0.179,0.47,0.224,14.453,0.121,1945,1,11,8.584833333
539,12-01-1945,3.158,0.183,8.671,0.19,-2.337,0.224,13.616,0.122,1945,1,12,8.584833333
540,01-01-1946,2.979,0.188,8.484,0.188,-2.547,0.257,13.638,0.129,1946,1,1,8.676916667
541,02-01-1946,3.461,0.206,9.259,0.177,-2.389,0.232,13.816,0.128,1946,1,2,8.676916667
542,03-01-1946,5.236,0.171,11.244,0.166,-0.839,0.216,14.514,0.125,1946,1,3,8.676916667
543,04-01-1946,8.837,0.223,14.909,0.228,2.711,0.247,15.441,0.127,1946,1,4,8.676916667
544,05-01-1946,11.355,0.273,17.275,0.246,5.323,0.309,15.994,0.143,1946,1,5,8.676916667
545,06-01-1946,13.298,0.237,19.086,0.215,7.197,0.23,16.513,0.137,1946,1,6,8.676916667
546,07-01-1946,14.409,0.289,20.265,0.274,8.427,0.281,16.944,0.139,1946,1,7,8.676916667
547,08-01-1946,13.834,0.319,19.783,0.286,7.998,0.301,16.717,0.143,1946,1,8,8.676916667
548,09-01-1946,12.064,0.233,17.921,0.202,6.264,0.235,16.252,0.143,1946,1,9,8.676916667
549,10-01-1946,9.281,0.17,15.175,0.17,3.577,0.258,15.437,0.13,1946,1,10,8.676916667
550,11-01-1946,6.235,0.179,11.863,0.193,0.555,0.236,14.359,0.12,1946,1,11,8.676916667
551,12-01-1946,3.134,0.181,8.514,0.233,-2.31,0.253,13.528,0.125,1946,1,12,8.676916667
552,01-01-1947,2.597,0.184,8.109,0.194,-2.992,0.238,13.532,0.125,1947,1,1,8.797083333
553,02-01-1947,3.277,0.191,9.045,0.192,-2.668,0.258,13.832,0.116,1947,1,2,8.797083333
554,03-01-1947,5.801,0.183,11.8,0.194,-0.367,0.238,14.54,0.124,1947,1,3,8.797083333
555,04-01-1947,8.686,0.227,14.734,0.236,2.738,0.25,15.373,0.128,1947,1,4,8.797083333
556,05-01-1947,11.329,0.266,17.266,0.264,5.263,0.298,16.089,0.135,1947,1,5,8.797083333
557,06-01-1947,13.459,0.216,19.361,0.206,7.452,0.209,16.701,0.126,1947,1,6,8.797083333
558,07-01-1947,14.349,0.284,20.126,0.267,8.35,0.288,16.973,0.138,1947,1,7,8.797083333
559,08-01-1947,13.827,0.305,19.541,0.278,8.002,0.295,16.804,0.136,1947,1,8,8.797083333
560,09-01-1947,12.166,0.221,17.959,0.187,6.355,0.216,16.261,0.131,1947,1,9,8.797083333
561,10-01-1947,10.011,0.164,15.797,0.164,4.313,0.201,15.49,0.13,1947,1,10,8.797083333
562,11-01-1947,6.407,0.187,11.926,0.21,0.913,0.249,14.435,0.128,1947,1,11,8.797083333
563,12-01-1947,3.656,0.177,9.086,0.22,-1.784,0.237,13.692,0.128,1947,1,12,8.797083333
564,01-01-1948,3.366,0.18,9.136,0.186,-2.352,0.193,13.666,0.119,1948,1,1,8.74675
565,02-01-1948,3.22,0.198,9.034,0.212,-2.613,0.231,13.692,0.123,1948,1,2,8.74675
566,03-01-1948,4.919,0.161,10.852,0.222,-1.039,0.196,14.284,0.125,1948,1,3,8.74675
567,04-01-1948,8.499,0.215,14.384,0.239,2.617,0.261,15.266,0.127,1948,1,4,8.74675
568,05-01-1948,11.537,0.257,17.592,0.266,5.515,0.289,16.173,0.135,1948,1,5,8.74675
569,06-01-1948,13.664,0.214,19.614,0.217,7.585,0.212,16.742,0.129,1948,1,6,8.74675
570,07-01-1948,14.445,0.276,20.334,0.28,8.625,0.281,16.938,0.141,1948,1,7,8.74675
571,08-01-1948,13.896,0.298,19.87,0.298,7.965,0.295,16.902,0.136,1948,1,8,8.74675
572,09-01-1948,12.155,0.22,18.217,0.216,6.209,0.226,16.243,0.127,1948,1,9,8.74675
573,10-01-1948,9.584,0.167,15.52,0.17,3.812,0.207,15.389,0.123,1948,1,10,8.74675
574,11-01-1948,6.185,0.162,11.853,0.251,0.691,0.249,14.299,0.131,1948,1,11,8.74675
575,12-01-1948,3.491,0.167,8.981,0.242,-2.03,0.211,13.54,0.126,1948,1,12,8.74675
576,01-01-1949,3.219,0.17,8.837,0.175,-2.428,0.213,13.704,0.101,1949,1,1,8.58675
577,02-01-1949,2.759,0.185,8.518,0.191,-3.003,0.262,13.686,0.101,1949,1,2,8.58675
578,03-01-1949,5.077,0.177,10.981,0.153,-0.773,0.215,14.322,0.102,1949,1,3,8.58675
579,04-01-1949,8.344,0.226,14.41,0.222,2.364,0.266,15.312,0.109,1949,1,4,8.58675
580,05-01-1949,11.309,0.255,17.196,0.261,5.444,0.282,16.063,0.117,1949,1,5,8.58675
581,06-01-1949,13.223,0.209,19.064,0.256,7.389,0.224,16.467,0.107,1949,1,6,8.58675
582,07-01-1949,14.199,0.27,20.128,0.286,8.297,0.284,16.807,0.12,1949,1,7,8.58675
583,08-01-1949,13.826,0.295,19.77,0.296,8.004,0.29,16.796,0.123,1949,1,8,8.58675
584,09-01-1949,11.957,0.212,17.969,0.205,6.052,0.21,16.177,0.107,1949,1,9,8.58675
585,10-01-1949,9.531,0.158,15.439,0.187,3.719,0.199,15.375,0.101,1949,1,10,8.58675
586,11-01-1949,6.148,0.164,11.821,0.207,0.453,0.224,14.331,0.099,1949,1,11,8.58675
587,12-01-1949,3.449,0.178,8.843,0.209,-1.892,0.237,13.633,0.102,1949,1,12,8.58675
588,01-01-1950,2.008,0.173,7.611,0.207,-3.622,0.236,13.311,0.095,1950,1,1,8.36525
589,02-01-1950,2.721,0.182,8.475,0.209,-3.013,0.217,13.554,0.101,1950,1,2,8.36525
590,03-01-1950,5.247,0.15,11.173,0.158,-0.693,0.2,14.296,0.097,1950,1,3,8.36525
591,04-01-1950,8.123,0.192,14.157,0.216,2.043,0.28,15.093,0.102,1950,1,4,8.36525
592,05-01-1950,11.297,0.217,17.252,0.259,5.421,0.286,16.033,0.106,1950,1,5,8.36525
593,06-01-1950,13.382,0.196,19.29,0.232,7.501,0.224,16.66,0.105,1950,1,6,8.36525
594,07-01-1950,14.14,0.239,19.882,0.275,8.417,0.291,16.981,0.115,1950,1,7,8.36525
595,08-01-1950,13.46,0.228,19.39,0.267,7.729,0.26,16.731,0.108,1950,1,8,8.36525
596,09-01-1950,11.952,0.204,17.737,0.209,6.205,0.215,16.124,0.106,1950,1,9,8.36525
597,10-01-1950,9.153,0.164,14.918,0.159,3.452,0.193,15.245,0.103,1950,1,10,8.36525
598,11-01-1950,5.372,0.139,11.077,0.186,-0.426,0.19,14.06,0.093,1950,1,11,8.36525
599,12-01-1950,3.528,0.152,9.123,0.205,-2.071,0.201,13.586,0.097,1950,1,12,8.36525
600,01-01-1951,2.138,0.132,7.77,0.179,-3.521,0.179,13.341,0.09,1951,1,1,8.625666667
601,02-01-1951,2.332,0.149,8.163,0.229,-3.661,0.155,13.488,0.093,1951,1,2,8.625666667
602,03-01-1951,5.091,0.141,11.074,0.159,-1.087,0.173,14.278,0.092,1951,1,3,8.625666667
603,04-01-1951,8.367,0.175,14.538,0.184,2.191,0.208,15.198,0.095,1951,1,4,8.625666667
604,05-01-1951,11.438,0.23,17.371,0.24,5.376,0.262,16.158,0.112,1951,1,5,8.625666667
605,06-01-1951,13.25,0.238,19.16,0.214,7.312,0.192,16.768,0.106,1951,1,6,8.625666667
606,07-01-1951,14.324,0.24,20.225,0.232,8.416,0.252,17.046,0.11,1951,1,7,8.625666667
607,08-01-1951,14.021,0.251,19.81,0.28,8.033,0.3,17.081,0.11,1951,1,8,8.625666667
608,09-01-1951,12.324,0.216,18.362,0.197,6.427,0.219,16.43,0.101,1951,1,9,8.625666667
609,10-01-1951,9.67,0.123,15.149,0.125,4.047,0.161,15.529,0.094,1951,1,10,8.625666667
610,11-01-1951,6.225,0.161,11.752,0.186,0.457,0.17,14.422,0.093,1951,1,11,8.625666667
611,12-01-1951,4.328,0.154,9.788,0.201,-1.162,0.21,13.995,0.091,1951,1,12,8.625666667
612,01-01-1952,3.049,0.144,8.656,0.174,-2.579,0.193,13.762,0.089,1952,1,1,8.63825
613,02-01-1952,3.396,0.18,9.113,0.196,-2.425,0.199,14.009,0.093,1952,1,2,8.63825
614,03-01-1952,4.967,0.168,10.96,0.178,-1.193,0.194,14.373,0.093,1952,1,3,8.63825
615,04-01-1952,8.461,0.225,14.565,0.225,2.445,0.232,15.363,0.103,1952,1,4,8.63825
616,05-01-1952,11.352,0.264,17.289,0.254,5.394,0.274,16.129,0.115,1952,1,5,8.63825
617,06-01-1952,13.442,0.218,19.426,0.242,7.626,0.219,16.751,0.104,1952,1,6,8.63825
618,07-01-1952,14.549,0.276,20.416,0.259,8.754,0.282,17.068,0.118,1952,1,7,8.63825
619,08-01-1952,13.964,0.302,19.753,0.28,8.161,0.296,16.952,0.118,1952,1,8,8.63825
620,09-01-1952,12.238,0.22,18.109,0.202,6.379,0.213,16.395,0.104,1952,1,9,8.63825
621,10-01-1952,9.157,0.166,15.032,0.165,3.294,0.19,15.434,0.096,1952,1,10,8.63825
622,11-01-1952,5.425,0.168,11.017,0.182,-0.164,0.184,14.334,0.093,1952,1,11,8.63825
623,12-01-1952,3.659,0.174,9.215,0.19,-1.85,0.193,13.787,0.094,1952,1,12,8.63825
624,01-01-1953,2.964,0.166,8.541,0.186,-2.629,0.201,13.642,0.092,1953,1,1,8.87375
625,02-01-1953,3.629,0.187,9.51,0.19,-2.182,0.189,14.02,0.094,1953,1,2,8.87375
626,03-01-1953,5.712,0.161,11.677,0.164,-0.22,0.183,14.561,0.093,1953,1,3,8.87375
627,04-01-1953,8.892,0.228,14.813,0.212,2.913,0.254,15.518,0.103,1953,1,4,8.87375
628,05-01-1953,11.514,0.264,17.358,0.252,5.53,0.287,16.266,0.114,1953,1,5,8.87375
629,06-01-1953,13.612,0.216,19.461,0.204,7.749,0.202,16.89,0.105,1953,1,6,8.87375
630,07-01-1953,14.392,0.284,20.254,0.261,8.565,0.274,17.088,0.118,1953,1,7,8.87375
631,08-01-1953,14.059,0.305,19.803,0.274,8.25,0.28,16.985,0.119,1953,1,8,8.87375
632,09-01-1953,12.199,0.223,18.145,0.188,6.288,0.215,16.418,0.105,1953,1,9,8.87375
633,10-01-1953,9.59,0.161,15.367,0.151,3.908,0.197,15.471,0.094,1953,1,10,8.87375
634,11-01-1953,5.924,0.168,11.376,0.164,0.419,0.21,14.332,0.095,1953,1,11,8.87375
635,12-01-1953,3.998,0.182,9.366,0.183,-1.299,0.214,13.862,0.095,1953,1,12,8.87375
636,01-01-1954,2.059,0.148,7.673,0.179,-3.581,0.201,13.38,0.089,1954,1,1,8.560666667
637,02-01-1954,3.084,0.182,8.863,0.195,-2.674,0.196,13.783,0.093,1954,1,2,8.560666667
638,03-01-1954,5.148,0.18,11.148,0.137,-0.865,0.201,14.385,0.094,1954,1,3,8.560666667
639,04-01-1954,8.158,0.218,13.973,0.222,2.424,0.195,15.226,0.102,1954,1,4,8.560666667
640,05-01-1954,10.988,0.217,16.784,0.209,5.196,0.219,15.971,0.102,1954,1,5,8.560666667
641,06-01-1954,13.4,0.187,19.213,0.226,7.62,0.177,16.609,0.096,1954,1,6,8.560666667
642,07-01-1954,14.241,0.228,20.015,0.223,8.543,0.221,16.851,0.104,1954,1,7,8.560666667
643,08-01-1954,13.868,0.248,19.588,0.214,8.184,0.23,16.816,0.103,1954,1,8,8.560666667
644,09-01-1954,12.098,0.204,17.852,0.226,6.368,0.176,16.223,0.099,1954,1,9,8.560666667
645,10-01-1954,9.546,0.144,15.26,0.14,3.902,0.153,15.423,0.088,1954,1,10,8.560666667
646,11-01-1954,6.579,0.143,12.155,0.14,1.046,0.156,14.48,0.086,1954,1,11,8.560666667
647,12-01-1954,3.559,0.147,8.915,0.185,-1.773,0.176,13.62,0.088,1954,1,12,8.560666667
648,01-01-1955,3.412,0.152,8.914,0.135,-2.028,0.146,13.717,0.086,1955,1,1,8.62625
649,02-01-1955,3.137,0.141,8.966,0.153,-2.71,0.176,13.718,0.087,1955,1,2,8.62625
650,03-01-1955,4.585,0.121,10.377,0.139,-1.427,0.144,14.179,0.083,1955,1,3,8.62625
651,04-01-1955,8.136,0.16,13.914,0.2,2.223,0.179,15.119,0.091,1955,1,4,8.62625
652,05-01-1955,11.192,0.209,17.11,0.226,5.504,0.218,15.882,0.1,1955,1,5,8.62625
653,06-01-1955,13.56,0.148,19.218,0.184,7.735,0.165,16.555,0.087,1955,1,6,8.62625
654,07-01-1955,14.242,0.177,19.959,0.213,8.579,0.224,16.809,0.093,1955,1,7,8.62625
655,08-01-1955,14.283,0.216,19.857,0.25,8.303,0.242,16.899,0.098,1955,1,8,8.62625
656,09-01-1955,11.954,0.162,17.859,0.15,6.405,0.179,16.148,0.089,1955,1,9,8.62625
657,10-01-1955,9.735,0.107,15.446,0.137,3.923,0.187,15.333,0.082,1955,1,10,8.62625
658,11-01-1955,5.973,0.135,11.527,0.184,0.084,0.208,14.211,0.081,1955,1,11,8.62625
659,12-01-1955,3.306,0.115,8.802,0.184,-2.254,0.186,13.522,0.08,1955,1,12,8.62625
660,01-01-1956,2.466,0.099,7.909,0.171,-3.055,0.179,13.444,0.075,1956,1,1,8.279583333
661,02-01-1956,2.781,0.168,8.555,0.181,-3.131,0.212,13.626,0.086,1956,1,2,8.279583333
662,03-01-1956,4.889,0.109,10.836,0.108,-1.028,0.155,14.231,0.074,1956,1,3,8.279583333
663,04-01-1956,7.922,0.144,13.848,0.165,2.043,0.219,15.029,0.082,1956,1,4,8.279583333
664,05-01-1956,10.721,0.195,16.734,0.202,5.083,0.236,15.823,0.094,1956,1,5,8.279583333
665,06-01-1956,13.16,0.089,18.939,0.204,7.309,0.194,16.472,0.078,1956,1,6,8.279583333
666,07-01-1956,14.18,0.093,19.952,0.115,8.603,0.127,16.83,0.082,1956,1,7,8.279583333
667,08-01-1956,13.189,0.082,18.967,0.116,7.513,0.226,16.605,0.075,1956,1,8,8.279583333
668,09-01-1956,11.783,0.135,17.501,0.171,5.872,0.217,16.088,0.081,1956,1,9,8.279583333
669,10-01-1956,8.928,0.093,14.667,0.153,3.173,0.182,15.159,0.075,1956,1,10,8.279583333
670,11-01-1956,5.738,0.134,11.414,0.196,0.134,0.266,14.261,0.078,1956,1,11,8.279583333
671,12-01-1956,3.598,0.109,8.962,0.16,-1.775,0.229,13.704,0.076,1956,1,12,8.279583333
672,01-01-1957,2.488,0.1,8.005,0.13,-2.97,0.106,13.473,0.073,1957,1,1,8.7325
673,02-01-1957,3.12,0.108,8.708,0.116,-2.51,0.23,13.804,0.074,1957,1,2,8.7325
674,03-01-1957,5.036,0.085,10.986,0.099,-0.916,0.189,14.381,0.07,1957,1,3,8.7325
675,04-01-1957,8.366,0.187,14.094,0.09,2.426,0.265,15.324,0.087,1957,1,4,8.7325
676,05-01-1957,11.259,0.138,17.054,0.082,5.43,0.208,16.216,0.084,1957,1,5,8.7325
677,06-01-1957,13.783,0.193,19.473,0.162,7.811,0.152,16.878,0.091,1957,1,6,8.7325
678,07-01-1957,14.129,0.204,19.828,0.098,8.382,0.072,17.034,0.095,1957,1,7,8.7325
679,08-01-1957,14.082,0.252,19.792,0.212,8.263,0.19,17.049,0.101,1957,1,8,8.7325
680,09-01-1957,12.312,0.301,18.065,0.115,6.407,0.104,16.38,0.112,1957,1,9,8.7325
681,10-01-1957,9.496,0.137,15.049,0.127,3.801,0.151,15.463,0.081,1957,1,10,8.7325
682,11-01-1957,6.391,0.104,11.849,0.156,0.831,0.132,14.516,0.073,1957,1,11,8.7325
683,12-01-1957,4.328,0.087,9.68,0.058,-0.943,0.07,13.971,0.072,1957,1,12,8.7325
684,01-01-1958,3.574,0.114,8.977,0.063,-1.772,0.202,13.881,0.075,1958,1,1,8.77375
685,02-01-1958,3.695,0.173,9.546,0.234,-1.949,0.188,14.071,0.082,1958,1,2,8.77375
686,03-01-1958,5.453,0.084,11.321,0.173,-0.549,0.202,14.547,0.069,1958,1,3,8.77375
687,04-01-1958,8.52,0.103,14.392,0.157,2.57,0.083,15.359,0.073,1958,1,4,8.77375
688,05-01-1958,11.519,0.089,17.355,0.185,5.625,0.286,16.18,0.073,1958,1,5,8.77375
689,06-01-1958,13.187,0.106,19.028,0.177,7.427,0.14,16.619,0.074,1958,1,6,8.77375
690,07-01-1958,14.438,0.199,20.121,0.212,8.839,0.305,17.039,0.093,1958,1,7,8.77375
691,08-01-1958,13.597,0.082,19.399,0.145,8.048,0.103,16.832,0.07,1958,1,8,8.77375
692,09-01-1958,11.845,0.072,17.549,0.15,6.204,0.126,16.284,0.074,1958,1,9,8.77375
693,10-01-1958,9.375,0.092,15.094,0.105,3.742,0.197,15.437,0.074,1958,1,10,8.77375
694,11-01-1958,6.26,0.06,11.718,0.12,0.746,0.121,14.507,0.067,1958,1,11,8.77375
695,12-01-1958,3.822,0.078,9.23,0.211,-1.557,0.118,13.829,0.07,1958,1,12,8.77375
696,01-01-1959,2.959,0.077,8.39,0.145,-2.406,0.154,13.636,0.069,1959,1,1,8.732666667
697,02-01-1959,3.33,0.126,9.004,0.136,-2.225,0.129,13.873,0.072,1959,1,2,8.732666667
698,03-01-1959,5.854,0.199,11.728,0.157,-0.071,0.125,14.612,0.088,1959,1,3,8.732666667
699,04-01-1959,8.819,0.179,14.752,0.27,2.807,0.201,15.439,0.082,1959,1,4,8.732666667
700,05-01-1959,11.323,0.062,17.164,0.139,5.536,0.172,16.122,0.071,1959,1,5,8.732666667
701,06-01-1959,13.577,0.063,19.379,0.186,7.748,0.12,16.776,0.07,1959,1,6,8.732666667
702,07-01-1959,14.449,0.131,20.236,0.098,8.854,0.131,17.002,0.082,1959,1,7,8.732666667
703,08-01-1959,13.853,0.084,19.532,0.135,8.321,0.081,16.908,0.068,1959,1,8,8.732666667
704,09-01-1959,11.946,0.118,17.663,0.132,6.344,0.149,16.278,0.074,1959,1,9,8.732666667
705,10-01-1959,9.16,0.115,14.767,0.076,3.586,0.233,15.405,0.076,1959,1,10,8.732666667
706,11-01-1959,5.752,0.077,11.261,0.169,0.302,0.119,14.272,0.068,1959,1,11,8.732666667
707,12-01-1959,3.77,0.055,9.122,0.158,-1.493,0.176,13.763,0.067,1959,1,12,8.732666667
708,01-01-1960,2.713,0.086,8.222,0.113,-2.623,0.085,13.553,0.067,1960,1,1,8.58375
709,02-01-1960,3.798,0.125,9.748,0.081,-1.92,0.274,13.956,0.07,1960,1,2,8.58375
710,03-01-1960,4.303,0.077,10.216,0.092,-1.677,0.084,14.145,0.066,1960,1,3,8.58375
711,04-01-1960,8.133,0.088,13.955,0.137,2.229,0.104,15.19,0.066,1960,1,4,8.58375
712,05-01-1960,10.872,0.156,16.71,0.256,5.044,0.235,15.956,0.079,1960,1,5,8.58375
713,06-01-1960,13.484,0.08,19.306,0.227,7.729,0.105,16.67,0.071,1960,1,6,8.58375
714,07-01-1960,14.198,0.072,19.884,0.125,8.492,0.094,16.985,0.07,1960,1,7,8.58375
715,08-01-1960,13.825,0.079,19.604,0.177,8.242,0.165,16.969,0.069,1960,1,8,8.58375
716,09-01-1960,12.095,0.099,17.856,0.226,6.498,0.146,16.382,0.069,1960,1,9,8.58375
717,10-01-1960,9.497,0.063,15.235,0.089,3.8,0.118,15.456,0.068,1960,1,10,8.58375
718,11-01-1960,5.828,0.141,11.433,0.126,0.355,0.149,14.313,0.073,1960,1,11,8.58375
719,12-01-1960,4.259,0.056,9.64,0.144,-0.978,0.092,13.928,0.064,1960,1,12,8.58375
720,01-01-1961,2.926,0.089,8.38,0.176,-2.383,0.129,13.664,0.064,1961,1,1,8.797666667
721,02-01-1961,3.683,0.125,9.299,0.156,-1.895,0.145,14.058,0.067,1961,1,2,8.797666667
722,03-01-1961,5.589,0.049,11.478,0.119,-0.271,0.121,14.609,0.062,1961,1,3,8.797666667
723,04-01-1961,8.631,0.116,14.497,0.162,2.817,0.153,15.444,0.068,1961,1,4,8.797666667
724,05-01-1961,11.624,0.104,17.592,0.319,5.729,0.227,16.241,0.071,1961,1,5,8.797666667
725,06-01-1961,13.702,0.154,19.598,0.239,7.796,0.286,16.81,0.079,1961,1,6,8.797666667
726,07-01-1961,14.288,0.079,20.014,0.184,8.664,0.186,16.987,0.071,1961,1,7,8.797666667
727,08-01-1961,13.849,0.142,19.606,0.179,8.23,0.259,16.917,0.072,1961,1,8,8.797666667
728,09-01-1961,12.247,0.069,17.987,0.121,6.525,0.143,16.309,0.063,1961,1,9,8.797666667
729,10-01-1961,9.328,0.138,15.057,0.136,3.508,0.313,15.401,0.071,1961,1,10,8.797666667
730,11-01-1961,6.205,0.06,11.655,0.093,0.74,0.134,14.437,0.059,1961,1,11,8.797666667
731,12-01-1961,3.5,0.039,9.016,0.105,-1.915,0.085,13.682,0.059,1961,1,12,8.797666667
732,01-01-1962,3.003,0.075,8.657,0.094,-2.509,0.083,13.655,0.06,1962,1,1,8.745916667
733,02-01-1962,3.696,0.064,9.547,0.099,-2.045,0.216,14.003,0.059,1962,1,2,8.745916667
734,03-01-1962,5.53,0.128,11.537,0.159,-0.416,0.218,14.522,0.069,1962,1,3,8.745916667
735,04-01-1962,8.54,0.178,14.473,0.138,2.576,0.23,15.353,0.076,1962,1,4,8.745916667
736,05-01-1962,11.128,0.062,17.04,0.152,5.195,0.131,16.041,0.068,1962,1,5,8.745916667
737,06-01-1962,13.427,0.267,19.35,0.272,7.456,0.371,16.679,0.099,1962,1,6,8.745916667
738,07-01-1962,14.205,0.074,20.054,0.143,8.451,0.077,16.952,0.068,1962,1,7,8.745916667
739,08-01-1962,13.713,0.103,19.553,0.153,7.941,0.128,16.83,0.065,1962,1,8,8.745916667
740,09-01-1962,12.018,0.255,17.845,0.159,6.313,0.313,16.246,0.094,1962,1,9,8.745916667
741,10-01-1962,9.468,0.202,15.226,0.198,3.774,0.323,15.429,0.084,1962,1,10,8.745916667
742,11-01-1962,6.283,0.119,11.775,0.142,0.797,0.207,14.421,0.067,1962,1,11,8.745916667
743,12-01-1962,3.94,0.068,9.425,0.198,-1.43,0.156,13.776,0.061,1962,1,12,8.745916667
744,01-01-1963,2.901,0.08,8.671,0.143,-2.679,0.122,13.594,0.063,1963,1,1,8.856
745,02-01-1963,4.02,0.108,9.95,0.096,-1.685,0.115,14.014,0.064,1963,1,2,8.856
746,03-01-1963,5.097,0.102,11.043,0.101,-0.895,0.226,14.357,0.063,1963,1,3,8.856
747,04-01-1963,8.173,0.058,13.914,0.149,2.35,0.1,15.216,0.059,1963,1,4,8.856
748,05-01-1963,11.045,0.102,16.819,0.252,5.234,0.295,16.05,0.069,1963,1,5,8.856
749,06-01-1963,13.412,0.097,19.276,0.124,7.604,0.15,16.675,0.068,1963,1,6,8.856
750,07-01-1963,14.506,0.098,20.229,0.104,8.797,0.243,17.089,0.077,1963,1,7,8.856
751,08-01-1963,14.309,0.061,20.009,0.218,8.471,0.25,17.061,0.07,1963,1,8,8.856
752,09-01-1963,12.555,0.126,18.306,0.182,6.724,0.347,16.48,0.075,1963,1,9,8.856
753,10-01-1963,9.943,0.099,15.716,0.165,4.326,0.109,15.587,0.074,1963,1,10,8.856
754,11-01-1963,6.561,0.095,12.068,0.205,1.31,0.161,14.58,0.07,1963,1,11,8.856
755,12-01-1963,3.75,0.082,9.346,0.094,-1.666,0.071,13.817,0.068,1963,1,12,8.856
756,01-01-1964,2.881,0.171,8.384,0.079,-2.549,0.161,13.595,0.076,1964,1,1,8.409666667
757,02-01-1964,3.028,0.116,8.791,0.078,-2.613,0.161,13.73,0.064,1964,1,2,8.409666667
758,03-01-1964,4.865,0.076,10.97,0.123,-1.152,0.183,14.256,0.062,1964,1,3,8.409666667
759,04-01-1964,7.922,0.077,13.794,0.125,2.152,0.145,15.062,0.063,1964,1,4,8.409666667
760,05-01-1964,10.905,0.084,16.801,0.221,5.202,0.139,15.856,0.066,1964,1,5,8.409666667
761,06-01-1964,13.459,0.068,19.275,0.161,7.536,0.24,16.591,0.064,1964,1,6,8.409666667
762,07-01-1964,14.301,0.125,20.065,0.196,8.572,0.15,16.784,0.073,1964,1,7,8.409666667
763,08-01-1964,13.678,0.178,19.386,0.241,8.05,0.305,16.634,0.078,1964,1,8,8.409666667
764,09-01-1964,11.604,0.065,17.394,0.173,6.11,0.142,16.002,0.06,1964,1,9,8.409666667
765,10-01-1964,8.832,0.063,14.654,0.191,3.218,0.097,15.171,0.061,1964,1,10,8.409666667
766,11-01-1964,5.983,0.041,11.609,0.14,0.483,0.082,14.202,0.056,1964,1,11,8.409666667
767,12-01-1964,3.458,0.046,8.759,0.148,-1.783,0.079,13.522,0.059,1964,1,12,8.409666667
